id_viaje,id_camion,latitud,longitud,velocidad_kmh,aceleracion_ms2,giros_bruscos,hora_dia,tipo_real
V15547,104,-2.195542,-79.259932,90.37,0.196,0,13.74,normal
V15548,120,-2.538345,-78.854653,42.13,0.907,0,10.04,normal
V15549,122,-2.570392,-78.84802,43.85,0.572,0,11.1,normal
V15550,123,-2.186902,-79.305313,94.71,0.358,0,14.83,normal
V15551,129,-2.527874,-78.854699,47.66,0.842,1,13.03,normal
V15552,124,-2.866528,-78.608209,30.4,1.108,2,18.06,normal
V15553,130,-2.192082,-79.317207,101.69,0.441,1,13.55,normal
V15554,113,-2.888882,-78.593838,36.6,1.0,3,19.73,normal
V15555,113,-2.199124,-79.306118,88.94,0.51,0,10.1,normal
V15556,114,-2.884812,-78.587888,28.62,1.1,1,20.51,normal
V15557,101,-2.556151,-78.878105,55.25,1.136,3,10.12,normal
V15558,101,-2.888291,-78.577593,36.55,0.942,4,21.45,normal
V15559,113,-2.552754,-78.861674,34.87,0.638,1,7.98,normal
V15560,123,-2.546422,-78.845294,52.02,0.727,0,3.72,normal
V15561,124,-2.193499,-79.305183,103.52,0.648,1,11.24,normal
V15562,118,-2.545542,-78.864133,53.1,0.677,0,12.04,normal
V15563,107,-2.193818,-79.303548,84.21,0.603,0,10.38,normal
V15564,128,-2.230755,-79.292275,88.07,0.477,0,12.08,normal
V15565,123,-2.91208,-78.553572,35.29,0.809,1,20.64,normal
V15566,126,-2.911851,-78.594745,28.86,0.887,3,20.08,normal
V15567,129,-2.56281,-78.853647,55.2,0.733,2,8.06,normal
V15568,106,-2.561277,-78.821461,51.36,0.937,1,9.09,normal
V15569,115,-2.579345,-78.863452,57.7,0.975,0,11.08,normal
V15570,127,-2.198381,-79.302834,91.12,0.359,0,13.36,normal
V15571,127,-2.235598,-79.260442,89.38,0.463,0,10.85,normal
V15572,115,-2.201253,-79.290365,75.78,0.254,0,15.08,normal
V15573,130,-2.509644,-78.879221,56.06,0.485,0,7.06,normal
V15574,113,-2.19333,-79.288286,97.14,0.432,0,14.43,normal
V15575,130,-2.173949,-79.282023,98.95,0.434,1,15.76,normal
V15576,104,-2.513921,-78.847289,49.64,1.161,0,9.67,normal
V15577,115,-2.5506,-78.867155,54.21,0.887,0,8.93,normal
V15578,102,-2.901806,-78.627055,35.72,0.276,3,21.34,normal
V15579,123,-2.204413,-79.314157,95.22,0.611,0,13.59,normal
V15580,103,-2.920331,-78.612116,20.74,1.289,2,19.43,normal
V15581,128,-2.519664,-78.840741,46.99,0.678,0,8.44,normal
V15582,114,-2.532738,-78.859808,50.5,0.695,0,9.12,normal
V15583,105,-2.188311,-79.300281,88.58,0.221,0,15.95,normal
V15584,120,-2.546688,-78.848614,58.16,1.007,1,9.6,normal
V15585,121,-2.944367,-78.583058,,1.601,3,20.33,normal
V15586,130,-2.900148,-78.599668,36.15,2.307,2,17.78,normal
V15587,112,-2.157251,-79.27534,100.29,0.057,0,14.11,normal
V15588,114,-3.557818,-80.067972,39.09,0.826,6,1.77,anomalia_desvio
V15589,129,-2.903042,-78.572599,34.48,1.069,4,19.8,normal
V15590,109,-2.577436,-78.867278,51.39,1.19,1,9.35,normal
V15591,102,-2.181985,-79.286309,96.47,0.65,1,13.88,normal
V15592,125,-2.911131,-78.583404,33.4,0.558,3,18.75,normal
V15593,126,-2.568233,-78.827857,53.05,0.865,0,7.69,normal
V15594,108,-2.576046,-78.865037,51.14,0.749,0,8.77,normal
V15595,122,-2.217178,-79.331524,85.13,0.558,0,11.61,normal
V15596,103,-2.900697,-78.607102,31.38,0.745,3,18.9,normal
V15597,125,-2.577351,-78.889973,264.72,-3.724,2,12.33,ruido_sensor
V15598,117,-2.233972,-79.279301,99.97,0.492,1,13.69,normal
V15599,110,-2.554081,-78.820605,44.6,1.209,0,6.23,normal
V15600,116,-2.218466,-79.268934,81.2,0.322,0,9.74,normal
V15601,122,-2.18307,-79.287892,95.24,0.262,0,14.71,normal
V15602,128,-2.215523,-79.277713,95.53,0.229,1,11.98,normal
V15603,103,-2.18824,-79.275083,100.28,0.405,0,14.74,normal
V15604,104,-2.211287,-79.299415,92.58,0.277,0,14.43,normal
V15605,128,-2.16041,-79.291944,83.35,0.366,0,15.07,normal
V15606,122,-2.517873,-78.837069,41.29,1.283,1,11.59,normal
V15607,124,-2.164052,-79.310392,95.38,0.51,1,16.19,normal
V15608,121,-2.571289,-78.86344,42.71,0.295,1,9.31,normal
V15609,128,-2.914537,-78.619058,29.74,1.321,1,16.06,normal
V15610,105,-2.213687,-79.279751,90.11,-0.091,0,14.37,normal
V15611,106,-2.22642,-79.329001,101.63,0.23,0,15.71,normal
V15612,114,-2.525019,-78.833602,53.55,1.221,1,10.77,normal
V15613,116,-2.188323,-79.314405,82.11,0.428,0,12.44,normal
V15614,125,-2.18056,-79.29224,93.46,0.329,1,13.28,normal
V15615,111,-2.540587,-78.867485,48.78,0.842,1,10.71,normal
V15616,126,-2.196382,-79.324006,91.1,0.689,1,12.72,normal
V15617,108,-2.15288,-79.279863,92.01,0.311,0,18.68,normal
V15618,101,-2.579913,-78.844646,46.26,1.103,1,10.2,normal
V15619,109,-2.566306,-78.850067,277.36,-2.604,0,18.96,ruido_sensor
V15620,107,-2.221515,-79.295451,93.7,0.461,0,15.62,normal
V15621,104,-2.545827,-78.840904,41.67,0.229,2,8.29,normal
V15622,110,-2.930414,-78.554837,27.49,1.02,4,21.2,normal
V15623,121,-2.915958,-78.588728,36.36,1.242,2,19.37,normal
V15624,106,-2.87513,-78.623765,33.71,1.538,1,18.82,normal
V15625,113,-2.200544,-79.299811,87.5,0.773,2,13.15,normal
V15626,117,-2.221761,-79.301735,97.77,0.104,0,15.17,normal
V15627,120,-2.211609,-79.301924,90.21,0.549,0,15.41,normal
V15628,126,-2.175032,-79.290911,100.86,0.453,0,12.66,normal
V15629,119,-2.207167,-79.26611,85.7,0.658,0,13.53,normal
V15630,103,-2.56282,-78.854662,49.89,1.076,1,11.48,normal
V15631,115,-2.181489,-79.29156,107.12,0.44,0,10.07,normal
V15632,114,-2.228918,-79.313591,91.09,0.205,0,15.8,normal
V15633,106,-2.243958,-79.287889,99.63,0.474,1,12.96,normal
V15634,119,-2.54975,-78.8283,45.36,0.696,0,8.68,normal
V15635,129,-2.198003,-79.315918,101.79,0.484,0,13.79,normal
V15636,101,-3.633593,-80.126955,16.96,0.621,5,3.96,anomalia_desvio
V15637,125,-2.91215,-78.591096,34.64,0.87,6,22.47,normal
V15638,107,-2.873652,-78.602147,28.17,1.259,2,18.6,normal
V15639,114,-2.912256,-78.608684,34.62,1.066,3,22.53,normal
V15640,125,-2.899035,-78.603176,35.25,0.929,3,20.12,normal
V15641,102,-2.930673,-78.577163,29.11,0.884,3,20.48,normal
V15642,117,-2.202831,-79.29472,91.37,0.379,0,10.87,normal
V15643,110,-2.210372,-79.341188,82.49,0.234,0,13.43,normal
V15644,103,-2.201032,-79.341717,94.74,0.454,0,11.68,normal
V15645,114,-2.902118,-78.608506,29.27,1.477,4,21.56,normal
V15646,106,-2.534409,-78.843136,41.44,1.009,1,7.6,normal
V15647,108,-2.53048,-78.849998,49.28,1.484,1,9.21,normal
V15648,101,-2.203682,-79.320685,82.31,0.67,1,11.99,normal
V15649,112,-2.192279,-79.302526,96.18,0.586,0,14.6,normal
V15650,104,-2.227404,-79.292907,94.26,0.219,0,13.67,normal
V15651,126,-2.921195,-78.61934,32.81,1.565,3,17.21,normal
V15652,118,-2.560696,-78.863722,53.66,1.607,0,9.79,normal
V15653,126,-2.912229,-78.608472,31.69,0.933,2,16.73,normal
V15654,116,-2.211394,-79.300321,82.59,0.804,0,14.42,normal
V15655,107,-2.55006,-78.86402,48.94,0.958,1,6.78,normal
V15656,102,-2.874874,-78.644328,29.5,1.064,3,20.88,normal
V15657,118,-2.572892,-78.899194,45.53,0.539,1,6.44,normal
V15658,116,-2.570179,-78.853302,51.13,1.178,1,11.08,normal
V15659,106,-2.554235,-78.866551,41.86,0.545,1,7.43,normal
V15660,117,-2.181724,-79.287462,83.31,0.215,0,12.25,normal
V15661,107,-2.540459,-78.85458,50.25,0.869,1,10.18,normal
V15662,114,-2.570528,-78.816142,44.24,0.58,0,6.39,normal
V15663,108,-2.915694,-78.601901,33.39,0.978,3,15.69,normal
V15664,123,-2.519025,-78.877722,41.83,0.639,0,9.07,normal
V15665,120,-2.895331,-78.613611,30.35,1.663,1,22.61,normal
V15666,117,-2.164242,-79.305799,86.65,0.323,0,15.14,normal
V15667,116,-2.549784,-78.882807,39.28,0.946,0,10.8,normal
V15668,124,-2.21552,-79.255546,97.99,0.207,0,14.02,normal
V15669,110,-2.845182,-78.580412,36.79,1.283,1,18.89,normal
V15670,124,-2.222535,-79.290215,91.66,0.448,0,16.45,normal
V15671,129,-2.560569,-78.861427,49.81,1.305,0,11.38,normal
V15672,127,-2.540095,-78.857679,49.24,0.583,1,10.94,normal
V15673,104,-2.886432,-78.616198,28.23,0.72,0,22.41,normal
V15674,122,-2.557691,-78.866506,49.03,0.621,0,7.76,normal
V15675,117,-2.524555,-78.840979,36.46,0.726,0,11.11,normal
V15676,129,-2.891164,-78.610265,34.33,1.636,0,18.19,normal
V15677,103,-2.178369,-79.29166,97.08,0.823,0,14.69,normal
V15678,125,-2.197649,-79.283721,87.06,0.403,1,14.03,normal
V15679,111,-2.904124,-78.591616,18.12,1.766,1,21.62,normal
V15680,120,-2.206664,-79.320637,94.04,0.224,1,13.01,normal
V15681,119,-2.521622,-78.900243,49.66,0.818,0,7.44,normal
V15682,102,-2.539476,-78.821349,37.77,0.673,1,11.99,normal
V15683,113,-2.863311,-78.609683,23.32,1.383,1,19.96,normal
V15684,121,-2.907068,-78.565323,30.7,1.609,2,18.36,normal
V15685,108,-2.217213,-79.300155,99.98,0.613,1,14.97,normal
V15686,124,-2.592641,-78.890929,39.43,0.417,1,9.96,normal
V15687,107,-2.508578,-78.807763,53.37,0.873,0,5.64,normal
V15688,112,-2.887913,-78.635769,34.13,0.966,6,14.51,normal
V15689,123,-2.198118,-79.310045,80.78,0.059,0,15.04,normal
V15690,129,-2.555547,-78.847625,57.49,0.183,3,8.13,normal
V15691,102,-2.881093,-78.592663,29.06,2.171,9,19.75,normal
V15692,120,-2.526609,-78.853184,42.47,1.407,2,8.12,normal
V15693,124,-2.88019,-78.578752,33.93,1.034,3,20.83,normal
V15694,126,-2.912452,-78.577754,33.34,1.778,3,18.73,normal
V15695,114,-2.186395,-79.296108,93.1,0.502,0,15.07,normal
V15696,130,-2.1867,-79.2929,87.55,0.394,1,13.49,normal
V15697,114,-2.851602,-78.599348,25.78,1.387,4,19.0,normal
V15698,115,-2.202132,-79.324949,82.95,0.286,0,14.02,normal
V15699,127,-2.557225,-78.821601,46.87,0.731,1,8.65,normal
V15700,125,-2.172453,-79.290307,110.21,0.199,0,16.16,normal
V15701,125,-2.515801,-78.856402,52.46,0.399,1,8.87,normal
V15702,125,-2.556712,-78.860692,48.54,0.911,2,5.53,normal
V15703,120,-2.552879,-78.851522,48.7,1.142,0,7.74,normal
V15704,122,-2.217911,-79.282881,90.88,0.425,0,9.82,normal
V15705,122,-2.544423,-78.841896,48.58,0.794,0,11.72,normal
V15706,101,-2.560488,-78.849005,51.97,0.817,2,9.44,normal
V15707,117,-2.197345,-79.346204,94.3,0.598,0,11.99,normal
V15708,116,-2.20697,-79.292134,96.71,0.294,1,13.93,normal
V15709,124,-2.52744,-78.852871,39.73,1.008,2,10.71,normal
V15710,123,-2.201622,-79.270556,95.16,0.25,1,12.59,normal
V15711,105,-2.184792,-79.289159,96.07,0.56,1,15.85,normal
V15712,112,-2.525101,-78.852353,52.1,0.37,1,8.02,normal
V15713,128,-3.603008,-80.160926,5.94,0.729,6,2.21,anomalia_desvio
V15714,115,-2.879962,-78.609059,23.9,1.716,5,23.29,normal
V15715,109,-2.890613,-78.554626,30.37,0.899,0,16.43,normal
V15716,118,-2.219047,-79.33197,99.66,0.636,0,14.71,normal
V15717,110,-2.218238,-79.30243,78.71,0.688,0,11.88,normal
V15718,116,-2.888346,-78.625433,38.35,0.435,2,23.11,normal
V15719,116,-2.19504,-79.27867,91.88,0.722,1,17.58,normal
V15720,110,-2.531261,-78.869098,49.16,0.407,0,12.37,normal
V15721,126,-2.20147,-79.280649,89.32,0.775,1,13.56,normal
V15722,124,-2.897839,-78.615477,29.81,1.259,0,19.92,normal
V15723,120,-2.923368,-78.591519,27.07,1.146,8,20.08,normal
V15724,120,-2.53344,-78.871962,39.66,1.187,1,7.27,normal
V15725,107,-2.911806,-78.599907,27.89,,2,21.86,normal
V15726,121,-2.930207,-78.566842,29.37,1.239,2,16.68,normal
V15727,113,-2.933873,-78.600912,27.72,0.952,2,18.75,normal
V15728,108,-2.849171,-78.580322,33.99,1.266,0,16.3,normal
V15729,124,-2.522209,-78.845036,42.96,0.529,0,8.45,normal
V15730,124,-2.529818,-78.806697,58.45,1.058,0,9.1,normal
V15731,116,-2.554217,-78.849402,48.26,0.971,1,6.9,normal
V15732,102,-2.550681,-78.854875,45.27,0.851,3,12.47,normal
V15733,113,-2.542606,-78.872594,55.96,0.369,3,8.81,normal
V15734,111,-2.883693,-78.575297,31.51,1.588,2,20.9,normal
V15735,114,-2.543923,-78.818109,58.23,0.646,0,10.82,normal
V15736,123,-2.565035,-78.873457,52.9,0.749,1,10.75,normal
V15737,116,-2.562361,-78.845766,55.28,0.137,0,9.69,normal
V15738,117,-2.879848,-78.606431,33.17,0.972,1,21.37,normal
V15739,103,-2.504007,-78.847739,48.15,1.226,1,11.56,normal
V15740,116,-2.178394,-79.310945,92.02,0.603,0,15.13,normal
V15741,118,-2.563423,-78.860818,47.84,0.778,1,9.26,normal
V15742,103,-2.21682,-79.310643,105.96,0.727,1,13.9,normal
V15743,112,-2.509587,-78.797637,46.28,1.42,0,8.95,normal
V15744,127,-2.928221,-78.603033,30.48,1.639,2,18.77,normal
V15745,102,-2.917007,-78.602952,34.65,1.353,1,16.51,normal
V15746,117,-2.558941,-78.836455,45.68,0.739,0,10.77,normal
V15747,118,-2.252528,-79.305651,87.51,0.358,0,12.47,normal
V15748,107,-2.57212,-78.848285,50.97,0.711,1,9.22,normal
V15749,115,-2.556116,-78.853659,55.69,0.787,1,8.89,normal
V15750,118,-2.197053,-79.273668,93.53,0.482,0,13.11,normal
V15751,118,-2.897206,-78.63045,26.77,1.609,1,17.57,normal
V15752,126,-2.538376,-78.805776,40.67,0.877,1,8.53,normal
V15753,110,-2.213184,-79.358515,89.03,0.773,0,14.3,normal
V15754,114,-2.238634,-79.312556,89.22,0.604,0,14.15,normal
V15755,117,-2.55942,-78.892603,55.04,0.624,2,13.11,normal
V15756,101,-2.176881,-79.296344,86.78,0.2,1,16.93,normal
V15757,113,-2.922272,-78.591189,27.51,0.795,2,20.22,normal
V15758,121,-2.202905,-79.280943,93.99,0.707,0,15.5,normal
V15759,119,-2.166227,-79.292848,101.49,0.338,0,17.72,normal
V15760,116,-2.547697,-78.849397,55.95,0.433,0,6.97,normal
V15761,117,-2.523999,-78.878212,47.47,1.004,2,8.01,normal
V15762,125,-2.209981,-79.308466,90.93,0.374,0,13.55,normal
V15763,127,-2.185662,-79.32741,87.14,0.379,0,15.01,normal
V15764,125,-2.915133,-78.577692,33.77,1.569,2,16.44,normal
V15765,118,-2.581632,-78.858272,38.31,0.658,0,4.73,normal
V15766,114,-2.540962,-78.832917,38.23,1.061,0,10.66,normal
V15767,120,-2.854607,-78.613269,28.56,1.459,4,19.83,normal
V15768,101,-2.214159,-79.293579,81.02,0.37,0,12.26,normal
V15769,103,-2.596834,-78.80413,49.32,1.026,0,9.05,normal
V15770,108,-3.549294,-80.039255,17.45,0.48,4,1.7,anomalia_desvio
V15771,106,-2.238922,-79.283315,92.24,0.489,0,13.18,normal
V15772,125,-2.541379,-78.858341,48.62,0.495,2,8.73,normal
V15773,125,-2.204452,-79.278171,93.31,0.128,0,12.44,normal
V15774,105,-2.202938,-79.295513,89.67,0.22,0,14.6,normal
V15775,116,-2.17314,-79.265028,82.68,0.558,0,14.24,normal
V15776,123,-2.176179,-79.284116,98.26,0.374,0,14.9,normal
V15777,130,-2.231013,-79.295793,79.93,0.591,0,13.75,normal
V15778,115,-2.220037,-79.2384,95.0,0.248,1,13.13,normal
V15779,122,-2.191777,-79.301975,96.52,0.425,0,16.78,normal
V15780,115,-2.187633,-79.279562,88.4,0.425,0,16.6,normal
V15781,107,-2.908162,-78.621634,28.06,0.375,7,21.17,normal
V15782,121,-2.549772,-78.813793,43.26,0.53,0,6.35,normal
V15783,102,-2.895202,-78.593401,35.63,2.039,2,19.65,normal
V15784,111,-2.879164,-78.59722,34.74,1.316,5,18.34,normal
V15785,108,-2.915982,-78.606226,26.66,1.05,1,20.4,normal
V15786,105,-2.226615,-79.315862,96.44,0.309,0,16.23,normal
V15787,120,-2.895744,-78.570558,26.89,1.187,4,19.83,normal
V15788,125,-2.548111,-78.863484,43.35,-0.018,1,6.92,normal
V15789,106,-2.522853,-78.875272,50.48,0.862,1,11.36,normal
V15790,101,-2.219739,-79.345247,86.69,0.239,1,13.76,normal
V15791,115,-2.545521,-78.890583,53.84,1.432,0,8.14,normal
V15792,112,-2.550393,-78.87287,39.73,0.246,0,8.36,normal
V15793,113,-2.532708,-78.829801,42.72,0.687,0,9.12,normal
V15794,121,-2.183821,-79.298395,95.56,0.17,1,15.93,normal
V15795,114,-2.579143,-78.850394,48.51,1.418,3,11.88,normal
V15796,112,-2.90334,-78.613529,28.61,0.997,2,17.05,normal
V15797,116,-2.562968,-78.832173,50.5,0.785,0,6.9,normal
V15798,111,-2.544199,-78.853727,44.2,0.88,1,10.4,normal
V15799,116,-2.909251,-78.606412,23.83,1.411,3,20.64,normal
V15800,129,-2.919111,-78.634051,26.06,1.021,3,18.08,normal
V15801,123,-2.567531,-78.872782,54.1,0.872,1,9.63,normal
V15802,105,-2.541796,-78.843009,53.86,0.916,1,7.66,normal
V15803,117,-2.221746,-79.317308,79.55,0.685,0,14.16,normal
V15804,107,-2.22793,-79.277175,88.02,0.096,0,13.62,normal
V15805,121,-2.579072,-78.802844,45.22,0.854,1,7.61,normal
V15806,111,-2.918755,-78.576064,31.17,1.344,5,21.58,normal
V15807,112,-2.184564,-79.304144,99.22,0.388,1,11.2,normal
V15808,118,-2.524599,-78.865156,52.25,0.406,0,12.43,normal
V15809,119,-2.574398,-78.841351,49.49,0.644,0,6.87,normal
V15810,127,-2.549998,-78.85119,46.52,0.629,1,11.38,normal
V15811,116,-2.521558,-78.862234,54.58,0.857,0,11.47,normal
V15812,129,-2.19129,-79.272563,85.8,0.695,0,12.33,normal
V15813,115,-2.180451,-79.279861,87.39,0.582,0,14.47,normal
V15814,130,-2.202562,-79.274083,98.24,0.779,1,14.48,normal
V15815,115,-2.525223,-78.859238,42.35,0.773,0,9.56,normal
V15816,130,-2.541486,-78.83626,46.09,0.852,0,10.18,normal
V15817,123,-2.90939,-78.60972,40.59,1.147,0,21.67,normal
V15818,111,-2.917597,-78.604849,33.24,1.054,3,19.38,normal
V15819,125,-2.232214,-79.257956,77.99,0.553,0,12.86,normal
V15820,101,-2.877271,-78.603621,32.27,1.684,3,18.05,normal
V15821,114,-2.923846,-78.614261,37.68,0.946,3,18.69,normal
V15822,103,-2.529087,-78.841267,47.55,0.692,1,9.85,normal
V15823,107,-2.15743,-79.296308,98.67,0.282,0,11.24,normal
V15824,130,-2.91181,-78.599659,22.46,0.539,4,17.93,normal
V15825,109,-2.875727,-78.613278,29.74,1.088,4,19.08,normal
V15826,127,-2.546335,-78.8544,51.19,0.779,1,8.68,normal
V15827,120,-2.19277,-79.282413,71.0,0.487,1,12.72,normal
V15828,113,-2.167467,-79.33916,85.81,0.441,0,13.09,normal
V15829,106,-2.561584,-78.848304,53.07,1.136,0,9.93,normal
V15830,128,-3.576922,-80.083446,28.78,0.423,3,1.32,anomalia_desvio
V15831,128,-2.537941,-78.830588,46.87,1.517,0,8.63,normal
V15832,110,-2.557612,-78.842993,48.23,0.874,0,9.06,normal
V15833,111,-2.905372,-78.555335,41.19,1.054,0,20.9,normal
V15834,121,-2.922488,-78.581073,27.9,1.529,3,14.59,normal
V15835,111,-2.224967,-79.314954,98.04,0.159,1,16.73,normal
V15836,124,-2.544296,-78.862512,47.44,0.824,2,9.68,normal
V15837,114,-2.54346,-78.873142,43.48,0.266,1,8.3,normal
V15838,113,-2.566259,-78.851334,52.35,-0.216,2,11.55,normal
V15839,108,-2.187711,-79.33457,131.13,4.886,10,19.61,anomalia_temeraria
V15840,120,-2.554882,-78.84883,45.84,1.214,2,7.7,normal
V15841,117,-2.528656,-78.90794,51.77,0.722,3,9.54,normal
V15842,128,-2.884241,-78.56857,31.39,1.611,3,19.28,normal
V15843,129,-2.194296,-79.315443,88.07,0.725,0,18.89,normal
V15844,127,-2.547379,-78.835824,47.92,1.145,2,10.83,normal
V15845,123,-2.559567,-78.823196,57.4,0.631,1,8.69,normal
V15846,126,-2.55113,-78.855084,49.51,1.204,0,7.98,normal
V15847,105,-2.216273,-79.264928,91.76,0.376,1,14.49,normal
V15848,129,-2.907024,-78.575753,33.21,1.359,1,19.95,normal
V15849,115,-2.915263,-78.58966,23.3,1.185,4,20.71,normal
V15850,127,-2.874448,-78.593497,,1.723,3,21.91,normal
V15851,104,-2.548598,-78.824947,49.69,0.479,1,7.1,normal
V15852,106,-2.528947,-78.830111,46.03,0.543,3,8.48,normal
V15853,111,-2.175467,-79.27807,103.44,0.196,0,17.05,normal
V15854,107,-2.167767,-79.292223,88.29,0.687,0,14.85,normal
V15855,119,-2.55474,-78.868568,50.58,0.817,1,9.75,normal
V15856,103,-2.208788,-79.261982,88.52,0.39,0,15.23,normal
V15857,124,-2.521115,-78.828911,60.45,1.347,2,5.02,normal
V15858,101,-2.540711,-78.813105,47.24,0.86,0,4.77,normal
V15859,129,-2.17749,-79.31995,91.18,0.104,0,14.31,normal
V15860,105,-2.571511,-78.837106,53.29,0.51,0,8.42,normal
V15861,104,-2.533758,-78.867073,47.7,0.574,0,6.92,normal
V15862,114,-2.891592,-78.598682,24.97,1.272,0,18.38,normal
V15863,127,-2.205521,-79.29885,91.42,,0,12.15,normal
V15864,118,-2.532182,-78.870235,45.32,0.738,0,7.14,normal
V15865,102,-2.209692,-79.306758,93.03,0.48,0,18.37,normal
V15866,111,-2.914694,-78.601261,30.62,1.296,2,19.72,normal
V15867,130,-2.520033,-78.834753,43.17,1.07,1,10.78,normal
V15868,115,-2.557878,-78.833185,50.91,1.251,2,7.18,normal
V15869,127,-2.228453,-79.298427,97.19,0.436,0,13.48,normal
V15870,108,-2.571869,-78.885841,45.04,0.639,0,7.6,normal
V15871,128,-2.212637,-79.287245,94.09,0.351,0,13.1,normal
V15872,107,-2.558708,-78.862482,51.46,0.527,0,9.98,normal
V15873,114,-2.544404,-78.851203,45.13,1.181,2,7.45,normal
V15874,121,-2.197386,-79.277764,97.52,0.537,1,12.33,normal
V15875,108,-2.197158,-79.304093,82.51,0.604,0,14.39,normal
V15876,109,-2.55675,-78.881945,49.35,1.196,1,11.16,normal
V15877,104,-2.870254,-78.610051,24.15,1.771,2,18.79,normal
V15878,101,-2.1984,-79.296994,90.96,0.344,1,12.93,normal
V15879,127,-2.539978,-78.81091,44.78,0.727,0,8.97,normal
V15880,108,-2.527295,-78.867755,45.39,0.39,2,7.55,normal
V15881,107,-2.524685,-78.847002,54.54,0.854,1,9.32,normal
V15882,125,-2.916354,-78.626442,35.89,1.459,1,18.52,normal
V15883,116,-2.571263,-78.854124,41.61,1.075,2,8.27,normal
V15884,114,-2.189505,-79.2918,98.95,0.514,0,17.47,normal
V15885,117,-2.916573,-78.601206,24.79,0.895,2,18.75,normal
V15886,118,-2.538702,-78.882595,51.6,0.916,2,9.97,normal
V15887,102,-2.896008,-78.586697,47.69,0.928,3,18.72,normal
V15888,129,-2.541376,-78.837019,48.57,0.574,1,11.6,normal
V15889,121,-2.917725,-78.606356,30.62,1.494,4,23.98,normal
V15890,101,-2.567895,-78.824415,52.41,0.874,1,6.12,normal
V15891,109,-2.558365,-78.827452,42.2,0.823,0,13.05,normal
V15892,127,-2.917071,-78.627395,27.4,1.217,2,18.97,normal
V15893,101,-2.533516,-78.861561,42.22,0.787,0,9.4,normal
V15894,120,-2.196516,-79.327015,99.17,0.428,0,10.29,normal
V15895,111,-2.90381,-78.592015,34.0,0.925,0,19.6,normal
V15896,126,-2.213129,-79.303265,90.63,-0.1,0,14.66,normal
V15897,127,-3.631812,-80.149109,20.51,0.098,1,3.05,anomalia_desvio
V15898,128,-2.187325,-79.289965,97.99,0.401,0,13.56,normal
V15899,102,-3.576781,-80.09187,3.9,1.237,4,1.27,anomalia_desvio
V15900,101,-2.935694,-78.627272,24.75,1.382,5,17.81,normal
V15901,125,-2.571196,-78.829196,239.96,3.858,2,18.65,ruido_sensor
V15902,105,-2.558052,-78.833043,40.25,0.741,1,9.98,normal
V15903,117,-2.197482,-79.299521,81.85,0.281,0,16.77,normal
V15904,105,-2.243824,-79.319128,98.01,0.372,1,17.48,normal
V15905,128,-3.587977,-80.198439,16.18,,5,3.1,anomalia_desvio
V15906,122,-2.919178,-78.601467,33.55,1.411,4,21.36,normal
V15907,124,-2.9325,-78.589435,29.87,1.228,2,18.14,normal
V15908,124,-2.174087,-79.286033,90.54,0.674,0,12.54,normal
V15909,120,-2.582522,-78.834441,43.28,0.392,0,8.18,normal
V15910,109,-2.907992,-78.615102,21.25,0.673,0,20.62,normal
V15911,120,-2.204274,-79.279209,95.65,0.437,0,14.93,normal
V15912,118,-2.578985,-78.85331,34.95,1.037,1,11.74,normal
V15913,105,-2.524508,-78.845576,52.98,0.846,2,10.0,normal
V15914,122,-2.909042,-78.587274,34.59,0.808,3,19.58,normal
V15915,108,-2.86929,-78.61874,30.06,1.618,4,17.54,normal
V15916,111,-2.188568,-79.32457,99.41,0.075,0,13.22,normal
V15917,115,-2.202677,-79.308092,87.58,0.518,0,16.15,normal
V15918,105,-2.557288,-78.850064,56.55,0.673,1,9.12,normal
V15919,110,-2.56533,-78.85475,54.89,1.208,4,11.93,normal
V15920,129,-2.530277,-78.845666,53.52,0.752,0,12.68,normal
V15921,105,-2.210244,-79.281767,95.63,0.089,0,13.24,normal
V15922,114,-3.658606,-80.127552,22.65,0.868,2,1.51,anomalia_desvio
V15923,108,-2.893014,-78.560583,37.39,1.299,2,21.1,normal
V15924,102,-2.899536,-78.600279,30.26,1.022,2,20.8,normal
V15925,111,-2.571056,-78.823837,62.54,0.956,0,8.03,normal
V15926,106,-2.557809,-78.846268,51.94,1.232,0,7.93,normal
V15927,111,-2.172506,-79.304679,86.78,0.249,0,12.87,normal
V15928,119,-2.558097,-78.87495,47.34,1.138,0,9.26,normal
V15929,117,-2.578846,-78.847078,53.15,0.473,1,10.91,normal
V15930,114,-2.197182,-79.285,84.97,0.473,0,16.2,normal
V15931,112,-2.162988,-79.287848,82.8,0.064,0,10.75,normal
V15932,124,-2.55359,-78.880997,54.11,0.613,1,8.66,normal
V15933,109,-2.192366,-79.303079,104.11,0.389,0,13.84,normal
V15934,115,-2.54822,-78.883926,50.78,1.096,2,9.76,normal
V15935,120,-2.537489,-78.847397,240.71,-1.272,0,12.4,ruido_sensor
V15936,125,-2.574558,-78.849987,40.05,0.699,0,5.93,normal
V15937,112,-2.228115,-79.324472,95.05,0.283,0,17.99,normal
V15938,113,-2.573838,-78.863725,51.63,0.288,0,10.56,normal
V15939,118,-2.54962,-78.823751,263.09,-0.306,1,14.87,ruido_sensor
V15940,123,-2.21174,-79.32892,96.43,0.016,0,15.14,normal
V15941,116,-2.193635,-79.318993,98.78,0.224,0,16.68,normal
V15942,121,-2.197162,-79.284776,82.06,0.041,0,10.74,normal
